ourid,sci_values,conclusion,disclosure,pa_1,pa_2,pa_3,pa_4,pa_5,pa_6,pa_7,pa_mean,tradeoff,age,sex,ideology,educatio,part_values,shared_values
345,public health,does not cause harm,TRUE,7,7,5.51,7,7,7,7,6.78714285714286,4,7,1,4,1,public health,TRUE
346,public health,does not cause harm,TRUE,5,4,4,5,5,5,4,4.57142857142859,3,5,0,2,1,public health,TRUE
347,public health,does not cause harm,FALSE,5,4,4,4,4,6,6,4.71428571428573,4,7,1,4,1,public health,TRUE
348,economic growth,does not cause harm,TRUE,4,4,3,2,2,5,3,3.28571428571427,3,9,0,5,3,public health,FALSE
349,economic growth,does not cause harm,TRUE,3,4,4,1,1,1,1,2.14285714285714,4,5,1,4,3,public health,FALSE
350,public health,causes harm,FALSE,5,5,6,5,5,5,6,5.28571428571427,1,4,0,2,3,economic growth,FALSE
351,public health,causes harm,TRUE,7,7,7,7,7,7,7,7,3,4,0,5,3,public health,TRUE
352,economic growth,causes harm,TRUE,3,4,4,2,2,2,3,2.85714285714286,2,2,1,4,2,economic growth,TRUE
353,economic growth,does not cause harm,FALSE,7,7,7,7,6,6,7,6.71428571428573,3,2,1,5,3,public health,FALSE
354,public health,causes harm,FALSE,6,5,6,6,6,7,7,6.14285714285714,3,5,1,6,3,public health,TRUE
355,economic growth,does not cause harm,FALSE,4,4,4,4,4,4,4,4,2,2,1,5,2,economic growth,TRUE
356,public health,does not cause harm,TRUE,3,3,3,3,3,3,3,3,3,2,1,6,2,public health,TRUE
357,public health,causes harm,TRUE,6,7,7,7,7,6,7,6.71428571428573,3,4,1,3,3,public health,TRUE
358,economic growth,causes harm,TRUE,5,5,5,5,5,5,5,5,4,4,1,3,1,public health,FALSE
359,economic growth,causes harm,TRUE,6,6,5,5,6,3,5,5.14285714285714,4,6,0,4,1,public health,FALSE
360,public health,does not cause harm,FALSE,5,4,4,3,3,3,4,3.71428571428573,4,4,0,4,1,public health,TRUE
361,economic growth,causes harm,TRUE,3,3,4,3,4,3,4,3.42857142857141,2,3,0,4,1,economic growth,TRUE
362,public health,causes harm,TRUE,7,7,7,7,7,7,7,7,3,5,1,6,1,public health,TRUE
363,economic growth,causes harm,TRUE,3,4,3,4,3,5.04,3,3.57714285714286,2,2,0,4,3,economic growth,TRUE
364,public health,does not cause harm,FALSE,6,5,7,6,6,7,6,6.14285714285714,2,3,0,7,1,economic growth,FALSE
365,public health,causes harm,TRUE,6,6,6,6,4.84,6,6,5.83428571428573,4,8,1,7,3,public health,TRUE
366,economic growth,causes harm,TRUE,7,6,7,7,7,7,7,6.85714285714286,1,10,1,2,4,economic growth,TRUE
367,economic growth,does not cause harm,TRUE,5,4,5,4,4,5,5,4.57142857142859,3,5,1,4,3,public health,FALSE
368,economic growth,causes harm,TRUE,6,6,6,5,5,6,7,5.85714285714286,4,7,0,6,3,public health,FALSE
369,economic growth,causes harm,TRUE,7,7,7,7,7,7,7,7,1,9,0,6,3,economic growth,TRUE
370,economic growth,does not cause harm,FALSE,3,3,3,4,3,3,3,3.14285714285714,4,4,0,4,3,public health,FALSE
371,economic growth,does not cause harm,TRUE,4,4,6,2,2,2,2,3.14285714285714,3,6,1,7,NA,public health,FALSE
372,economic growth,does not cause harm,TRUE,5,5,4,5,4,5,4,4.57142857142859,4,9,1,5,1,public health,FALSE
373,public health,causes harm,TRUE,5,6,6,6,6,7,6,6,4,4,1,5,3,public health,TRUE
374,economic growth,causes harm,FALSE,6,6,6,7,6,5,6,6,2,8,1,5,3,economic growth,TRUE
375,public health,causes harm,TRUE,5,5,5,5,5,5,5,5,2,5,1,3,4,economic growth,FALSE
376,public health,does not cause harm,TRUE,4,4,4,4,4,4,4,4,4,7,1,3,1,public health,TRUE
377,economic growth,does not cause harm,TRUE,7,7,7,7,7,7,7,7,3,2,0,4,1,public health,FALSE
378,economic growth,does not cause harm,TRUE,4,3,5,3,4,5,3,3.85714285714286,4,4,1,7,1,public health,FALSE
379,economic growth,causes harm,TRUE,7,7,7,7,7,7,6,6.85714285714286,4,5,1,6,1,public health,FALSE
380,public health,causes harm,TRUE,6,6,6,4,6,6,7,5.85714285714286,3,3,1,4,3,public health,TRUE
381,public health,does not cause harm,TRUE,5,5,6,5,6,4,5,5.14285714285714,2,8,0,2,1,economic growth,FALSE
382,public health,does not cause harm,FALSE,7,7,7,7,7,7,7,7,4,3,0,5,4,public health,TRUE
383,public health,causes harm,TRUE,6,6,6,4,4,5,5,5.14285714285714,3,5,1,6,3,public health,TRUE
384,economic growth,does not cause harm,TRUE,2,2,3,2,2,2,2,2.14285714285714,3,3,1,6,3,public health,FALSE
385,economic growth,does not cause harm,TRUE,4,4,5,4,4,4,4,4.14285714285714,1,3,0,7,4,economic growth,TRUE
386,economic growth,causes harm,FALSE,7,7,7,7,7,7,7,7,4,6,0,6,3,public health,FALSE
387,public health,causes harm,TRUE,6,6,6,3,3,3,2,4.14285714285714,1,7,0,2,3,economic growth,FALSE
388,economic growth,causes harm,FALSE,4,6,5,5,6,6,4,5.14285714285714,4,3,1,6,3,public health,FALSE
389,economic growth,causes harm,TRUE,5,5,5,2,4,2,4,3.85714285714286,2,2,0,4,1,economic growth,TRUE
390,public health,causes harm,FALSE,5,5,6,4,4,5,5,4.85714285714286,3,3,0,6,3,public health,TRUE
391,public health,causes harm,TRUE,5,5,5,4,5,5,4,4.71428571428573,3,3,0,5,2,public health,TRUE
392,public health,causes harm,TRUE,6,6,6,6,6,6,6,6,3,7,1,4,3,public health,TRUE
393,public health,causes harm,TRUE,7,7,7,7,7,7,7,7,4,3,0,6,2,public health,TRUE
394,public health,does not cause harm,FALSE,4,4,4,3,3,4,3,3.57142857142859,3,3,0,1,3,public health,TRUE
395,public health,does not cause harm,TRUE,7,7,7,4.7,6,7,7,6.52857142857141,3,9,0,4,1,public health,TRUE
396,public health,causes harm,TRUE,7,7,7,7,7,7,7,7,4,10,1,4,4,public health,TRUE
397,public health,causes harm,TRUE,6,6,7,6,6,6,7,6.28571428571427,1,5,0,3,1,economic growth,FALSE
398,public health,causes harm,FALSE,6,7,7,5,5,7,7,6.28571428571427,1,6,1,4,3,economic growth,FALSE
399,public health,causes harm,FALSE,6,6,6,6,7,7,6,6.28571428571427,3,5,1,6,3,public health,TRUE
400,economic growth,causes harm,FALSE,7,6,6,7,6,6,7,6.42857142857141,2,6,0,4,1,economic growth,TRUE
401,public health,causes harm,TRUE,5,5,6,4,4,4,4,4.57142857142859,4,3,0,4,3,public health,TRUE
402,economic growth,causes harm,TRUE,6,6,6,7,7,7,6,6.42857142857141,4,9,0,7,3,public health,FALSE
403,public health,causes harm,FALSE,4,5,5,3,5,3,6,4.42857142857141,2,3,0,3,1,economic growth,FALSE
405,public health,causes harm,TRUE,6,7,6,6,6,6,6,6.14285714285714,3,4,0,6,3,public health,TRUE
406,economic growth,does not cause harm,TRUE,4,5,4,5,5,4,4,4.42857142857141,2,2,0,4,2,economic growth,TRUE
407,public health,causes harm,TRUE,4,5,6,4,4,6,4,4.71428571428573,4,9,1,1,2,public health,TRUE
408,economic growth,causes harm,TRUE,6,6,6,7,7,7,7,6.57142857142859,4,2,1,7,3,public health,FALSE
409,public health,causes harm,FALSE,6,6,6,6,6,7,6,6.14285714285714,3,4,0,5,1,public health,TRUE
410,public health,does not cause harm,TRUE,4,4,4,4,4,4,4,4,NA,3,0,4,3,NA,NA
411,economic growth,causes harm,TRUE,6,6,6,5,6,5,6,5.71428571428573,2,5,0,4,1,economic growth,TRUE
412,public health,causes harm,TRUE,5,5,5,5,5,5,5,5,4,3,1,6,1,public health,TRUE
413,public health,does not cause harm,TRUE,3,3,2,3,2,3,3,2.71428571428573,3,4,0,5,3,public health,TRUE
414,public health,does not cause harm,TRUE,6,5,5,6,6,7,5,5.71428571428573,3,3,0,3,1,public health,TRUE
415,public health,does not cause harm,TRUE,4,4,4,4,4,4,4,4,4,4,1,6,3,public health,TRUE
416,public health,causes harm,TRUE,1,1,1,1,4,4,1,1.85714285714286,2,3,0,4,1,economic growth,FALSE
418,public health,does not cause harm,TRUE,5,5,5,4,4,4,4,4.42857142857141,3,10,1,7,4,public health,TRUE
419,economic growth,does not cause harm,TRUE,3,3,4,1,2,2,3,2.57142857142859,4,5,0,5,1,public health,FALSE
420,public health,causes harm,TRUE,6,6,6,6,4.84,6,6,5.83428571428573,2,6,1,2,4,economic growth,FALSE
421,public health,causes harm,TRUE,5,6,4,5,4,6,4,4.85714285714286,1,4,0,6,4,economic growth,FALSE
423,public health,does not cause harm,TRUE,4,4,4,3,3,3,3,3.42857142857141,3,3,1,7,1,public health,TRUE
424,public health,does not cause harm,TRUE,5,5,5,1,1,1,1,2.71428571428573,3,6,1,4,2,public health,TRUE
425,economic growth,causes harm,TRUE,7,7,7,7,7,7,7,7,4,4,1,2,2,public health,FALSE
426,economic growth,does not cause harm,TRUE,7,7,7,6,6,7,6,6.57142857142859,4,7,0,2,1,public health,FALSE
427,economic growth,does not cause harm,TRUE,2,5,5,2,2,2,2,2.85714285714286,2,4,0,5,4,economic growth,TRUE
428,economic growth,does not cause harm,FALSE,7,7,7,6,6,6,6,6.42857142857141,2,9,0,3,1,economic growth,TRUE
429,economic growth,does not cause harm,TRUE,3,4,5,2,2,3,2,3,2,2,0,4,3,economic growth,TRUE
430,public health,causes harm,TRUE,5,5,5,5,5,6,7,5.42857142857141,4,3,0,4,2,public health,TRUE
431,public health,does not cause harm,TRUE,4,6,5,3,3,3,3,3.85714285714286,3,4,1,5,1,public health,TRUE
432,public health,does not cause harm,TRUE,5,5,5,5,5,5,5,5,4,5,0,5,3,public health,TRUE
433,economic growth,does not cause harm,TRUE,4,4,4,3,3,3,3,3.42857142857141,4,2,0,7,1,public health,FALSE
434,public health,does not cause harm,FALSE,5,6,6,5,5,6,5,5.42857142857141,1,3,0,3,4,economic growth,FALSE
435,economic growth,does not cause harm,FALSE,7,7,7,6,6,6,7,6.57142857142859,3,4,1,4,3,public health,FALSE
436,economic growth,does not cause harm,TRUE,5,3,4,3,3,5,3,3.71428571428573,3,3,0,4,3,public health,FALSE
437,public health,causes harm,TRUE,6,6,6,6,6,6,6,6,3,6,0,6,1,public health,TRUE
438,public health,causes harm,FALSE,6,5,6,5,5,4,5,5.14285714285714,1,3,0,3,4,economic growth,FALSE
439,public health,does not cause harm,FALSE,7,7,7,7,7,7,7,7,2,10,1,3,4,economic growth,FALSE
440,public health,does not cause harm,TRUE,7,7,6,6,6,6,7,6.42857142857141,4,5,1,6,3,public health,TRUE
441,economic growth,does not cause harm,FALSE,3,3,5,1,2,2,2,2.57142857142859,4,3,0,4,2,public health,FALSE
442,economic growth,does not cause harm,TRUE,3,3,3,2,2,3,2,2.57142857142859,4,4,0,6,1,public health,FALSE
443,economic growth,causes harm,TRUE,7,7,7,7,7,7,7,7,1,10,0,4,1,economic growth,TRUE
444,public health,causes harm,FALSE,5,5,5,5,5,5.04,5,5.00571428571427,2,3,1,6,3,economic growth,FALSE
445,public health,causes harm,TRUE,7,7,7,7,7,7,7,7,4,10,0,5,3,public health,TRUE
446,economic growth,causes harm,TRUE,7,7,7,7,7,7,7,7,4,3,1,6,1,public health,FALSE
447,public health,causes harm,TRUE,2,2,4,1,1,5,2,2.42857142857141,3,4,0,4,1,public health,TRUE
448,economic growth,causes harm,FALSE,7,7,7,7,7,7,7,7,4,2,0,7,3,public health,FALSE
449,public health,does not cause harm,FALSE,4,4,4,4,4,4,4,4,3,4,0,5,3,public health,TRUE
450,economic growth,does not cause harm,TRUE,4,4,5,2,2,4,3,3.42857142857141,3,5,1,4,1,public health,FALSE
451,public health,does not cause harm,FALSE,1,1,2,1,1,2,1,1.28571428571427,3,4,1,6,3,public health,TRUE
452,public health,does not cause harm,TRUE,6,6,7,6,6,7,7,6.42857142857141,2,4,1,3,1,economic growth,FALSE
453,public health,causes harm,TRUE,3,3,5,4,3,3,3,3.42857142857141,3,5,1,4,2,public health,TRUE
454,public health,does not cause harm,FALSE,5,4,5,4,3,5,5,4.42857142857141,1,5,1,5,1,economic growth,FALSE
455,economic growth,causes harm,FALSE,7,7,7,7,7,7,7,7,4,5,1,7,4,public health,FALSE
456,public health,causes harm,TRUE,6,6,6,5,5,5,5,5.42857142857141,3,3,1,6,3,public health,TRUE
458,economic growth,does not cause harm,TRUE,5,6,6,1,1,1,1,3,4,3,0,7,3,public health,FALSE
459,public health,causes harm,TRUE,6,6,7,6,6,7,6,6.28571428571427,3,3,0,6,2,public health,TRUE
460,public health,does not cause harm,FALSE,2,1,4,2,2,1,1,1.85714285714286,3,6,1,6,3,public health,TRUE
461,public health,does not cause harm,FALSE,7,7,7,7,7,7,7,7,4,2,0,4,1,public health,TRUE
462,economic growth,causes harm,FALSE,7,7,7,7,7,7,7,7,3,2,0,5,3,public health,FALSE
463,public health,does not cause harm,TRUE,5,5,5,4,4,4,5,4.57142857142859,3,3,0,4,1,public health,TRUE
464,public health,causes harm,FALSE,5,5,5,4,5,5,6,5,4,3,0,5,2,public health,TRUE
465,public health,causes harm,FALSE,7,7,7,6,6,6,7,6.57142857142859,3,6,1,6,3,public health,TRUE
466,economic growth,causes harm,TRUE,6,6,6,5,5,6,5,5.57142857142859,2,3,0,4,3,economic growth,TRUE
467,economic growth,does not cause harm,TRUE,6,5,6,4,4,6,5,5.14285714285714,2,4,0,4,1,economic growth,TRUE
468,public health,causes harm,TRUE,5,5,6,5,5,6,4,5.14285714285714,4,5,1,5,1,public health,TRUE
469,public health,causes harm,FALSE,7,7,7,7,7,7,7,7,3,8,1,4,2,public health,TRUE
470,public health,does not cause harm,TRUE,4,4,4,3,3,3,2,3.28571428571427,4,6,0,4,2,public health,TRUE
471,economic growth,causes harm,TRUE,6,6,5,5,5,6,6,5.57142857142859,3,3,1,6,3,public health,FALSE
472,public health,does not cause harm,TRUE,7,7,7,7,7,7,7,7,1,3,0,4,3,economic growth,FALSE
473,public health,causes harm,FALSE,7,7,7,7,7,7,7,7,3,5,1,6,3,public health,TRUE
474,economic growth,causes harm,TRUE,5,4,5,4,3,3,3,3.85714285714286,3,5,0,6,2,public health,FALSE
475,public health,causes harm,FALSE,6,7,6,4,5,6,5,5.57142857142859,3,3,1,7,3,public health,TRUE
476,economic growth,causes harm,TRUE,4,3,6,2,6,2,4,3.85714285714286,2,2,0,5,3,economic growth,TRUE
477,public health,causes harm,TRUE,4,4,3,3,3,2,2,3,3,2,0,6,3,public health,TRUE
478,public health,does not cause harm,TRUE,7,7,7,7,7,7,7,7,4,3,NA,4,2,public health,TRUE
480,public health,does not cause harm,FALSE,6,6,6,5,5,5,5,5.42857142857141,4,3,0,6,3,public health,TRUE
481,economic growth,does not cause harm,TRUE,4,4,7,2,2,2,3,3.42857142857141,4,3,1,6,2,public health,FALSE
482,public health,does not cause harm,TRUE,6,6,5,6,6,6,6,5.85714285714286,1,4,1,6,2,economic growth,FALSE
483,economic growth,does not cause harm,FALSE,5,4,5,3,5,6,3,4.42857142857141,2,2,1,1,3,economic growth,TRUE
484,public health,causes harm,TRUE,6,5.23,6,4.7,6,6,6,5.70428571428573,3,4,0,6,1,public health,TRUE
485,economic growth,does not cause harm,TRUE,7,7,7,1,4,4,2,4.57142857142859,4,4,1,6,1,public health,FALSE
486,economic growth,causes harm,FALSE,7,7,7,7,7,7,7,7,4,3,1,4,3,public health,FALSE
487,economic growth,does not cause harm,TRUE,6,5,6,6,6,6,6,5.85714285714286,2,5,1,2,1,economic growth,TRUE
488,public health,causes harm,TRUE,5,5,6,5,5,5,5,5.14285714285714,4,5,0,3,4,public health,TRUE
490,economic growth,causes harm,TRUE,6,6,7,6,6,7,6,6.28571428571427,4,10,0,4,4,public health,FALSE
491,economic growth,causes harm,TRUE,5,5,5,2,4,4,2,3.85714285714286,4,10,1,2,2,public health,FALSE
492,public health,causes harm,TRUE,6,6,7,6,6,6,6,6.14285714285714,4,9,1,5,3,public health,TRUE
493,economic growth,does not cause harm,TRUE,3,3,3,4,2,4,2,3,3,3,1,5,3,public health,FALSE
494,public health,causes harm,FALSE,7,7,7,7,7,7,7,7,4,4,1,4,3,public health,TRUE
495,public health,causes harm,FALSE,3,3,3,4,4,3,3,3.28571428571427,2,4,1,2,3,economic growth,FALSE
496,economic growth,does not cause harm,TRUE,2,3,5,1,1,1,1,2,3,5,0,4,3,public health,FALSE
497,public health,causes harm,TRUE,4,4,4,4,4,7,4,4.42857142857141,4,4,0,7,4,public health,TRUE
498,economic growth,does not cause harm,TRUE,3,2,2,1,2,3,2,2.14285714285714,3,4,0,7,3,public health,FALSE
499,economic growth,does not cause harm,FALSE,3,4,5,1,1,1,1,2.28571428571427,4,10,0,5,2,public health,FALSE
500,public health,does not cause harm,TRUE,7,7,7,7,7,7,7,7,3,2,0,4,1,public health,TRUE
501,public health,does not cause harm,TRUE,2,2,2,1,1,5,2,2.14285714285714,3,4,0,6,4,public health,TRUE
502,public health,does not cause harm,TRUE,2,3,4,1,1,1,1,1.85714285714286,3,3,0,6,3,public health,TRUE
503,public health,does not cause harm,TRUE,6,6,7,3,3,5,4,4.85714285714286,2,2,0,2,3,economic growth,FALSE
504,economic growth,causes harm,FALSE,7,7,7,7,7,7,7,7,3,3,0,6,3,public health,FALSE
505,economic growth,causes harm,FALSE,6,7,7,6,6,6,7,6.42857142857141,2,3,1,4,1,economic growth,TRUE
506,public health,causes harm,TRUE,6,6,6,6,6,6,6,6,2,3,0,2,4,economic growth,FALSE
507,public health,does not cause harm,TRUE,7,6,7,7,7,7,7,6.85714285714286,4,2,0,6,1,public health,TRUE
508,public health,causes harm,FALSE,6,5,6,6,5,6,6,5.71428571428573,3,6,1,4,2,public health,TRUE
509,economic growth,causes harm,TRUE,5,5,5,5,5,5,6,5.14285714285714,4,5,0,7,3,public health,FALSE
510,public health,causes harm,FALSE,6,6,6,5,5,6,6,5.71428571428573,4,5,1,6,1,public health,TRUE
511,economic growth,causes harm,TRUE,7,7,7,7,7,7,7,7,4,3,0,3,1,public health,FALSE
512,economic growth,causes harm,TRUE,7,7,7,7,7,7,7,7,4,7,0,7,2,public health,FALSE
513,public health,does not cause harm,TRUE,7,7,7,7,7,7,7,7,2,5,1,5,4,economic growth,FALSE
514,economic growth,causes harm,TRUE,6,7,6,4,6,6,7,6,3,3,0,6,1,public health,FALSE
515,economic growth,does not cause harm,TRUE,4,4,4,4,4,4,4,4,3,3,0,6,2,public health,FALSE
516,economic growth,does not cause harm,FALSE,6,7,6,4,4,4,7,5.42857142857141,3,4,0,4,3,public health,FALSE
517,public health,does not cause harm,FALSE,6,6,6,5,5,6,6,5.71428571428573,3,5,0,3,2,public health,TRUE
